index,Name,Platform,Year_of_Release,Genre,Publisher,Critic_Score,User_Score,Rating
3965,Tropico 3,X360,2009,Strategy,Kalypso Media,75,6.6,T
3966,Deadly Creatures,Wii,2009,Action,THQ,72,8.8,T
3967,Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,62,7.3,T
3968,Dead Island,PC,2011,Action,Deep Silver,80,6.8,M
3969,NFL 2K3,GC,2002,Sports,Sega,92,8.3,E
3970,Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,61,6,M
3971,Britney's Dance Beat,GBA,2002,Misc,THQ,53,7.4,E
3972,Shrek SuperSlam,GC,2005,Action,Activision,70,7.8,E10+
3973,Full Auto,X360,2006,Shooter,Sega,70,7.8,T
3974,Herdy Gerdy,PS2,2002,Adventure,Eidos Interactive,69,5,E
3975,Afrika,PS3,2008,Adventure,Unknown,63,6.2,E10+
3976,Over G Fighters,X360,2006,Simulation,Ubisoft,49,6,T
3977,Angry Birds Star Wars,PS4,2013,Strategy,Activision,47,2,E
3978,Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment,80,8,E
3979,Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,43,4,T
3980,The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,52,6.8,E
3981,Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive,63,8,T
3982,NBA,PSP,2005,Sports,Sony Computer Entertainment,57,6.9,E
3983,Disaster Report,PS2,2002,Action,Agetec,66,8,T
3984,Armored Core V,X360,2012,Simulation,Namco Bandai Games,68,7.2,T
3985,College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,82,8.2,E
3986,Rampage: Total Destruction,Wii,2006,Action,Midway Games,46,5.6,E10+
3987,The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,76,8.6,T
3988,Robotech: The Macross Saga,GBA,2002,Shooter,TDK Mediactive,61,6.5,E
3989,Conflict Zone,PS2,2002,Strategy,Ubisoft,47,7.4,T
3990,Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,69,7.7,T
3991,The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,68,6.7,M
3992,Star Wars: Battlefront,PC,2004,Shooter,LucasArts,72,3.5,T
3993,BloodRayne,XB,2002,Shooter,Universal Interactive,76,7.5,M
3994,NHL 2K6,XB,2005,Sports,Take-Two Interactive,83,7.5,E10+
3995,Hannah Montana: The Movie,X360,2009,Adventure,Disney Interactive Studios,25,3.8,E
3996,Tenchu: Return From Darkness,XB,2004,Action,Activision,70,7,M
3997,World Poker Tour,PS2,2005,Misc,Take-Two Interactive,60,8.6,T
3998,Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,65,7.1,M
3999,MVP Baseball,PSP,2005,Sports,Electronic Arts,67,7.7,E
4000,Tony Hawk's American Sk8land,DS,2005,Sports,Activision,84,8.7,E
4001,Viewtiful Joe 2,PS2,2004,Action,Capcom,85,7.7,T
4002,The BIGS 2,X360,2009,Sports,Take-Two Interactive,76,6.2,E10+
4003,Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,84,7.2,M
4004,Pac-Man World 3,PS2,2005,Platform,Namco Bandai Games,63,5.2,E
4005,50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,71,6.4,M
4006,Journey,PS3,2012,Adventure,Sony Computer Entertainment Europe,92,8.8,E
4007,SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,73,7.5,E10+
4008,Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,68,7.6,T
4009,Madden NFL 07,DS,2006,Sports,Electronic Arts,70,6.5,E
4010,HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,26,4,E
4011,Bass Pro Shops: The Strike,X360,2009,Sports,XS Games,63,5.8,E
4012,Darkwatch,XB,2005,Shooter,Ubisoft,75,8.1,M
4013,Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,74,8.1,T
4014,Maximo vs Army of Zin,PS2,2003,Platform,Capcom,83,7.8,T
4015,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,74,5.9,M
4016,Summoner 2,PS2,2002,Role-Playing,THQ,76,8.3,T
4017,Shadow of Destiny,PS2,2001,Adventure,Konami Digital Entertainment,78,8.2,T
4018,Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,83,7.8,T
4019,Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,Activision Value,65,8.4,T
4020,World of Final Fantasy,PSV,2016,Role-Playing,Square Enix,77,8.6,E10+
4021,Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,72,8.4,M
4022,Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,79,7,E
4023,The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,60,6.4,E10+
4024,The Wolf Among Us,PS4,2014,Adventure,Telltale Games,83,8.4,M
4025,Cursed Mountain,Wii,2009,Adventure,Deep Silver,67,7.6,M
4026,Age of Empires: Mythologies,DS,2008,Strategy,THQ,78,6.9,E10+
4027,SBK Superbike World Championship,X360,2008,Racing,Black Bean Games,63,8,E10+
4028,Bionicle,GC,2003,Action,Electronic Arts,47,4.2,E
4029,Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,69,7.4,T
4030,A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,80,8.7,E
4031,Baja: Edge of Control,PS3,2008,Racing,THQ,61,5,E
4032,G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,43,4.8,T
4033,UFC Undisputed 2010,PSP,2010,Fighting,THQ,74,7,T
4034,World Series of Poker,PSP,2005,Misc,Activision,37,6.4,E10+
4035,Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,67,7.3,E
4036,Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,81,8.9,M
4037,Unreal II: The Awakening,XB,2004,Shooter,Atari,64,5.3,M
4038,Rumble Racing,PS2,2001,Racing,Electronic Arts,85,8.2,E
4039,Spider-Man: Web of Shadows,PS2,2008,Action,Activision,69,4.1,E10+
4040,Vampire Rain,X360,2007,Action,Microsoft Game Studios,38,2.9,M
4041,Batman Begins,XB,2005,Action,Electronic Arts,65,7.1,T
4042,NBA Live 15,XOne,2014,Sports,Electronic Arts,53,6.8,E
4043,JSRF: Jet Set Radio Future,XB,2002,Action,Sega,88,8.2,T
4044,NHL Hitz 20-02,GC,2001,Sports,Midway Games,79,8.7,E
4045,Way of the Samurai 3,X360,2009,Action,Gamebridge,55,6.8,M
4046,NCAA Football 2003,GC,2002,Sports,Electronic Arts,91,8.1,E
4047,Hitman: HD Trilogy,PS3,2013,Action,Square Enix,71,7.6,M
4048,J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai Games,74,7.9,T
4049,de Blob 2,PS3,2011,Platform,THQ,74,7.1,E10+
4050,ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports,Konami Digital Entertainment,64,7.9,T
4051,Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,76,8,E10+
4052,Project: Snowblind,PS2,2005,Action,Eidos Interactive,78,8.3,T
4053,Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,40,4.7,T
4054,You Don't Know Jack,Wii,2011,Misc,THQ,81,7.7,T
4055,Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,28,2.4,M
4056,Mega Man Legacy Collection,3DS,2016,Platform,Capcom,77,7.1,E
4057,The Last Airbender,Wii,2010,Action,THQ,53,6.6,T
4058,NCAA March Madness 07,X360,2007,Sports,Electronic Arts,67,7.1,E
4059,StokEd,X360,2009,Sports,Zushi Games,68,8.6,T
4060,Evil Dead: Regeneration,PS2,2005,Action,THQ,68,8.5,M
4061,Defiance,PC,2013,Shooter,Trion Worlds,64,6.5,M
4062,NHL 2003,XB,2002,Sports,Electronic Arts,80,7.9,E
4063,Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,78,7.4,E
4064,NHL 2K3,PS2,2002,Sports,Sega,89,7.8,E
4065,You Don't Know Jack,X360,2011,Misc,THQ,82,7.9,T
4066,Final Fight One,GBA,2001,Fighting,Ubisoft,82,7.8,E
4067,Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,32,1.5,T
4068,MLB 10: The Show,PSP,2010,Sports,Sony Computer Entertainment,79,6.6,E
4069,Gallop Racer 2003: A New Breed,PS2,2002,Sports,Zoo Digital Publishing,68,8.5,E
4070,Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,54,5.5,E
4071,Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,69,6.5,E
4072,BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,33,7.5,E
4073,Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,61,7,M
4074,Dragon Ball Z: Sagas,GC,2005,Fighting,Atari,48,6.6,T
4075,X2: Wolverine's Revenge,XB,2003,Platform,Activision,58,6.4,T
4076,Power Rangers: Wild Force,GBA,2002,Action,THQ,55,6.9,E
4077,Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,70,7.8,M
4078,Lost Planet 3,PS3,2013,Shooter,Capcom,61,5.5,T
4079,Beyblade G-Revolution,GBA,2004,Action,Atari,40,7.8,E
4080,Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,57,4.8,T
4081,Assassin's Creed The Ezio Collection,PS4,2016,Action,Ubisoft,72,7.4,M
4082,God of War Collection,PSV,2014,Action,Sony Computer Entertainment,73,7.4,M
4083,Anarchy Reigns,PS3,2012,Action,Sega,71,8.2,M
4084,Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,33,5.1,T
4085,Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,68,8.6,T
4086,NCAA March Madness 06,XB,2005,Sports,Electronic Arts,76,7.2,E
4087,Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,52,5.7,M
4088,EVE Online,PC,2003,Role-Playing,CCP,69,7.5,T
4089,Phantasy Star Online,DC,2000,Role-Playing,Sega,89,9.1,T
4090,Crazy Taxi 3: High Roller,XB,2002,Racing,Sega,69,8.5,T
4091,Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,87,5.3,E10+
4092,Thrillville,PSP,2006,Strategy,Atari,72,2.8,E10+
4093,"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,74,7.4,M
4094,The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,67,8.5,T
4095,Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,51,5.3,E
4096,MLB SlugFest 20-03,XB,2002,Sports,Midway Games,79,7.8,E
4097,The Con,PSP,2005,Fighting,Sony Computer Entertainment,63,7.3,T
4098,Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,70,8.9,E
4099,Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,70,7.5,E
4100,Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,64,5.9,T
4101,Le Mans 24 Hours,PS2,2001,Racing,Infogrames,75,7.6,E
4102,The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,53,7.5,T
4103,Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai Games,57,6.2,E
4104,Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,82,9.2,E
4105,X2: Wolverine's Revenge,GBA,2003,Platform,Activision,72,7.2,E
4106,NBA 2K2,XB,2002,Sports,Sega,90,7.6,E
4107,Code of Princess,3DS,2012,Action,Agatsuma Entertainment,67,7.6,T
4108,Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive,72,6.3,E
4109,Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,52,7,M
4110,Planet 51,Wii,2009,Action,Sega,53,5.8,E
4111,Dead to Rights II,PS2,2005,Shooter,Electronic Arts,51,5.3,M
4112,FIFA 16,PC,2015,Sports,Electronic Arts,81,4.4,E
4113,NBA Live 14,XOne,2013,Sports,Electronic Arts,36,3.1,E
4114,Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,36,3.7,E10+
4115,DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,63,7.2,T
4116,Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai Games,73,7.3,T
4117,Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,87,8.2,T
4118,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,70,8.6,E
4119,Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,57,4.8,E
4120,Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,65,7.3,E10+
4121,Warriors Orochi,PSP,2008,Action,Tecmo Koei,62,6.6,T
4122,MVP Baseball 2003,XB,2003,Sports,Electronic Arts,82,9,E
4123,Monster Jam,X360,2007,Racing,Activision,43,6.4,E
4124,Infinite Space,DS,2009,Role-Playing,Sega,75,9,T
4125,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,72,6,T
4126,NBA 07,PSP,2006,Sports,Sony Computer Entertainment,68,7,E
4127,Two Worlds II,PC,2011,Role-Playing,Unknown,76,6.5,M
4128,IHRA Drag Racing 2004,XB,2003,Racing,Bethesda Softworks,40,7.4,E
4129,The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,86,7.7,T
4130,Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,60,7.1,M
4131,Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,64,5.9,T
4132,Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,65,6.7,E10+
4133,Front Mission Evolved,X360,2010,Shooter,Square Enix,58,6.1,T
4134,From Russia With Love,XB,2005,Action,Electronic Arts,71,8.8,T
4135,Apache: Air Assault,PS3,2010,Simulation,Activision,66,6.1,T
4136,Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,75,7.9,M
4137,Grandia II,DC,2000,Role-Playing,Ubisoft,90,8.8,T
4138,Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,74,7.1,E
4139,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,53,7,E10+
4140,Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,75,8.8,M
4141,Record of Agarest War,X360,2008,Role-Playing,Compile Heart,71,7,T
4142,Gladius,PS2,2003,Strategy,Activision,78,8,T
4143,Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,63,7,T
4144,Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,76,8.2,T
4145,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,THQ,66,8.3,E
4146,Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,77,8.1,E
4147,Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,49,6.4,T
4148,Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,71,6.8,T
4149,Soldier of Fortune: Payback,X360,2007,Shooter,Activision,50,5.6,M
4150,Afro Samurai,PS3,2009,Action,Atari,65,6.1,M
4151,Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,58,5.1,M
4152,Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,59,7.5,M
4153,Baja: Edge of Control,X360,2008,Racing,THQ,65,7.1,E
4154,Tiger Woods PGA Tour 06,PSP,2005,Sports,Electronic Arts,80,7.9,E
4155,Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,59,8,T
4156,MC Groovz Dance Craze,GC,2004,Misc,Mad Catz,42,6.8,E
4157,The Thing,XB,2002,Adventure,Vivendi Games,78,6.6,M
4158,Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,58,7.2,T
4159,Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,85,7.9,E10+
4160,Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Virgin Interactive,83,8.3,T
4161,Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,83,8.6,M
4162,Warriors Orochi,X360,2007,Action,Tecmo Koei,53,7.4,T
4163,Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,47,8.8,M
4164,Arcana Heart 3,PS3,2011,Fighting,PQube,73,7.5,T
4165,X-Men Origins: Wolverine,DS,2009,Action,Activision,55,8.1,E10+
4166,Big Mutha Truckers 2,PS2,2005,Racing,Xplosiv,51,2.1,M
4167,Armored Core 4,PS3,2006,Simulation,505 Games,65,6.8,T
4168,Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,76,7.9,E10+
4169,NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,57,4,E
4170,Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,70,8.2,T
4171,The Great Escape,PS2,2003,Action,SCi,57,8,T
4172,Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,63,7.8,M
4173,Big Mutha Truckers,XB,2002,Racing,Empire Interactive,59,4.3,T
4174,Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,58,6.5,M
4175,The Hobbit,GBA,2003,Platform,Vivendi Games,67,9.2,E
4176,The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,75,8.5,T
4177,Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,58,7.5,M
4178,Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,68,4.4,E
4179,Family Guy,PSP,2006,Action,Take-Two Interactive,51,6.3,M
4180,Sniper Elite,PS2,2005,Shooter,Ubisoft,76,8.9,M
4181,Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,70,7.4,E10+
4182,Breath of Fire II,GBA,2001,Role-Playing,Ubisoft,81,8.8,E
4183,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,65,2.4,E
4184,Conan,X360,2007,Action,THQ,69,7.3,M
4185,No More Heroes: Heroes' Paradise,PS3,2010,Action,Konami Digital Entertainment,72,7.3,M
4186,Aliens vs Predator,PC,2010,Shooter,Sega,68,7.4,M
4187,Captain America: Super Soldier,PS3,2011,Action,Sega,61,7.3,T
4188,Manhunt,XB,2004,Action,Take-Two Interactive,74,7.9,M
4189,NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,57,6,E
4190,Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai Games,49,7,T
4191,Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,53,5.9,M
4192,Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,71,8.4,E10+
4193,DanceMasters,X360,2010,Misc,Konami Digital Entertainment,63,5.9,E10+
4194,Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,Capcom,78,6.9,T
4195,Shiren the Wanderer,Wii,2008,Role-Playing,Sega,71,7.6,T
4196,LEGO Marvel's Avengers,3DS,2016,Action,Warner Bros. Interactive Entertainment,60,7.1,E10+
4197,Spore Hero Arena,DS,2009,Simulation,Electronic Arts,49,2.6,E
4198,Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo,50,8.9,E
4199,Enchanted Arms,X360,2006,Role-Playing,Ubisoft,69,6.9,T
4200,Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,52,4.9,M
4201,Mafia III,PC,2016,Action,Take-Two Interactive,63,3.2,M
4202,Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,62,8.3,M
4203,Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,74,7.9,M
4204,Final Fantasy XI,X360,2006,Role-Playing,Square Enix,66,6.5,T
4205,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft,56,6.4,T
4206,Fighter Within,XOne,2013,Fighting,Ubisoft,23,3,T
4207,Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,66,8.4,T
4208,Shrek: Forever After,PS3,2010,Platform,Activision,57,4.5,E10+
4209,X-Men Origins: Wolverine,PSP,2009,Action,Activision,60,7.5,T
4210,NHL Hitz Pro,PS2,2003,Sports,Midway Games,79,8.9,E
4211,Space Invaders Extreme 2,DS,2009,Shooter,Square Enix,82,7.1,E
4212,Need for Speed: The Run,3DS,2011,Action,Electronic Arts,65,6,E10+
4213,Supreme Commander 2,PC,2010,Strategy,Square Enix,77,6.2,E10+
4214,Quantum Theory,PS3,2010,Shooter,Tecmo Koei,43,5.3,M
4215,Dawn of Discovery,Wii,2009,Simulation,Ubisoft,81,8.5,E10+
4216,Guitar Hero Live,WiiU,2015,Misc,Activision,84,6.1,T
4217,Frequency,PS2,2001,Misc,Sony Computer Entertainment,83,9,E
4218,Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,63,7.5,T
4219,2002 FIFA World Cup,XB,2002,Sports,Electronic Arts,79,9,E
4220,SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,64,6,E
4221,Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,72,8.4,M
4222,Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,74,8.1,T
4223,Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,69,5.6,M
4224,Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,64,7.8,T
4225,South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,85,8.6,M
4226,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,49,4.6,T
4227,MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,76,7.8,E
4228,NBA 2K11,PC,2010,Action,Take-Two Interactive,82,8.6,E
4229,WWE All Stars,Wii,2011,Fighting,THQ,68,7,T
4230,Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai Games,61,4.4,T
4231,FaceBreaker,X360,2008,Fighting,Electronic Arts,54,6.3,T
4232,Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,73,7,E10+
4233,Lunar Legend,GBA,2002,Role-Playing,Media Rings,79,7.8,E
4234,Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,62,8.5,M
4235,Dante's Inferno,PSP,2010,Action,Electronic Arts,70,8.1,M
4236,Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,82,7.9,T
4237,Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,70,8.4,T
4238,Death Jr.,PSP,2005,Platform,Konami Digital Entertainment,61,7.3,T
4239,Hulk,GC,2003,Action,Universal Interactive,71,7.4,T
4240,Phantasy Star Universe,PS2,2006,Role-Playing,Sega,68,8.5,T
4241,Gungrave,PS2,2002,Shooter,Activision,65,8.6,M
4242,Transworld Surf,PS2,2002,Sports,Atari,76,8.5,T
4243,Tenchu: Fatal Shadows,PS2,2004,Action,Sega,58,8,M
4244,50 Cent: Blood on the Sand,PS3,2009,Shooter,THQ,72,7.2,M
4245,Metro: Last Light,PC,2013,Action,Deep Silver,82,8.6,M
4246,Evolve,PC,2015,Shooter,Take-Two Interactive,77,4.3,M
4247,Resident Evil: Revelations,WiiU,2013,Action,Capcom,80,7.5,M
4248,The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,67,7.3,E10+
4249,Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,62,7.6,T
4250,Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,67,8.8,E
4251,Street Fighter X Tekken,PSV,2012,Fighting,Capcom,79,7.5,T
4252,The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,80,7.3,T
4253,Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,68,8,M
4254,Risen,X360,2009,Role-Playing,Deep Silver,60,6.4,M
4255,Nostalgia,DS,2008,Role-Playing,Tecmo Koei,72,7.6,E10+
4256,Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,55,6.8,T
4257,Chibi-Robo! Park Patrol,DS,2007,Adventure,Unknown,78,7.5,E
4258,Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,82,7.4,M
4259,One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,67,8.5,T
4260,Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,61,6.5,T
4261,Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,51,3.1,M
4262,Binary Domain,X360,2012,Action,Sega,74,8,M
4263,Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,Activision,67,7.3,E10+
4264,Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,59,5.6,T
4265,R-Type Final,PS2,2003,Shooter,Metro 3D,79,9.1,E
4266,Bolt,PS3,2008,Adventure,Disney Interactive Studios,59,6.8,E10+
4267,Sega GT 2002,XB,2002,Racing,Sega,82,8.2,E
4268,F1 2011,PC,2011,Racing,Codemasters,83,7.2,E
4269,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,68,8.1,E10+
4270,Samurai Warriors 2: Empires,PS2,2006,Action,Tecmo Koei,55,7.3,T
4271,Blood Omen 2,XB,2002,Action,Eidos Interactive,76,9,M
4272,Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,68,8.2,T
4273,Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,74,5.3,E
4274,Saints Row IV,PC,2013,Action,Deep Silver,86,7.4,M
4275,Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,69,7.5,E
4276,Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,74,7,T
4277,Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,44,7,M
4278,La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,79,8.5,T
4279,Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,63,4.4,T
4280,NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,55,4.2,E
4281,Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,81,6.8,E
4282,Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,62,6.3,E10+
4283,Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,Namco Bandai Games,69,7.7,T
4284,The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,66,7.1,M
4285,SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,74,8.3,E10+
4286,Rango: The Video Game,PS3,2011,Action,Electronic Arts,65,6.4,E10+
4287,EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,77,8.5,T
4288,Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,65,7.4,T
4289,Shadows of the Damned,X360,2011,Action,Electronic Arts,76,8.4,M
